,event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windgust,windspeed,winddir,pressure,cloudcover,visibility,moonphase,conditions,stations,elevation,continent,season,treecover2000,loss,gain,soil_texture_0,soil_texture_10,soil_texture_30,soil_texture_60,soil_texture_100,soil_texture_200,population_density_2000,population_density_2005,population_density_2010,population_density_2015,population_density_2020
4021,2012-08-31 01:00:00,"Nhon Duc Commune, Nha Be District, Ho Chi Minh City","A severe landslide across 200 square meters early on Friday swept two houses into the Muong Chuoi River in Nhon Duc Commune of Nha Be District in Ho Chi Minh City. According to local residents, the landslide occurred at 1am when they were sleeping. They were awakened by a loud crackling sound coming from houses located at the river’s edge. In a matter of minutes, more than 200 square meters of land owned by a local man named Ho Van Sau slid into the river along with two houses.he site of the landslide is likely to broaden further, threatening more nearby houses.Authorities in Nhon Duc Commune have asked households located near the landslide to move out to safer locations. Electricity supply has been shut off to ensure safety for local residents.Early in July, a landslide also pulled down four rental rooms, just 30 meters from the above landslide spot.In related news, the HCMC People’s Committee on Friday instructed the Steering Center for Urban Flood Control Program to work with relate","Nhon Duc Commune, Nha Be District, Ho Chi Minh City",5km,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Long An,152200,Cần Duộc,7.20775,106.6939,10.676,32.1,22.0,27.5,38.0,22.0,30.4,24.5,85.29,0.0,0.0,50.95586533403471,22.3,236.5,1008.4,71.7,10.0,0.5,Partially cloudy,"['48900099999', 'VVTS']",2.0,Asia,summer,0,0.0,0,Cl,Cl,Cl,Cl,Cl,Cl,855.8561401367188,1020.6062622070312,1207.984130859375,1430.1070556640625,1668.8023681640625
4058,2012-09-27 00:00:00,Lao Cai City(8 roads),"In related news, prolonged heavy rainfall triggered a severe landslide along Highway 14C, burying 15 houses in Tuy Duc District in the central highland province of Dak Nong on Thursday.",Lao Cai City(8 roads),50km,landslide,downpour,large,unknown,0.0,0.0,Vietnam,Lào Cai,36502,Lào Cai,4.72187,104.0014,22.4539,29.1,23.5,25.8,33.4,23.5,27.2,23.6,88.63,7.82,25.0,50.95586533403471,10.5,183.8,1012.4,94.9,7.5,0.46,"Rain, Overcast","['48803099999', '48802099999']",112.0,Asia,autumn,11,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,436.2421875,443.47503662109375,447.4620361328125,451.5933227539063,449.2291564941406
4705,2013-07-28 00:00:00,Son La,"In Son La Province, many roads have been inundated by flooding, causing serious congestion. One part of the National Highway 6 passing through the Chieng Mung Commune in Mai Son District, in particular, was completely submerged by water, creating traffic backups of nearly one kilometre that lasted for over two hours. In response, the local authorities intervened by redirecting traffic along a new route. Landslides had also blocked the way on three other roads in the province and causing heavy traffic congestion. Damages from the flood and landslides in Son La are so far unknown, but the crops of many local households were reported to be seriously damaged. Tuyen Quang Province is also considerably affected by the prolonged heavy rain. In particular, the rain had broken the dams surrounding the Hoang Tan Reservoir in Ninh Lai Commune, Son Duong District, causing damage to dozens of hectares of crops and plants grown by the locals and killing thousands of poultry. Local authorities in aff",Son La,unknown,rock_fall,rain,medium,unknown,0.0,0.0,Vietnam,Sơn La,19054,Sơn La,12.31374,103.9847,21.2331,24.2,22.6,23.2,24.2,22.6,23.2,22.5,96.16,80.0,50.0,50.95586533403471,7.2,154.0,1001.3,100.0,7.8,0.69,"Rain, Overcast",['48806099999'],738.0,Asia,summer,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,82.344482421875,90.92256927490234,99.6447525024414,109.2298812866211,118.0205307006836
4837,2013-08-23 00:00:00,National Highway 279 In Na Nhan Commune,"The National Hydro-meteorological Forecast Centre said rain had already caused landslides and flooding in the mountainous provinces of Dien Bien, Ha Giang and Lao Cai, damaging property and blocking traffic for hours. Rainfall ranged between 60-130mm (about three to six inches). Tens of thousands of cubic metres of earth and rock crashed down on National Highway 279 in Na Nhan Commune, northern Dien Bien Province last Friday. Over the weekend, local authorities mobilised equipment and staff to clear the road. A temporary 200m bypass was opened on Sunday.",National Highway 279 In Na Nhan Commune,50km,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Huyện Ðiện Bi n,0,Thị Trấn Tuần Giáo,2.74772,103.3984,21.5782,31.9,22.2,27.5,36.6,22.2,29.9,23.2,78.94,0.0,0.0,50.95586533403471,10.8,263.3,1001.0,50.0,12.3,0.54,Partially cloudy,['48806099999'],632.0,Asia,summer,6,0.0,0,ClLo,ClLo,Cl,Cl,Cl,ClLo,53.035301208496094,59.98168182373047,67.33141326904297,75.59989166259766,83.66690063476562
4835,2013-08-23 00:00:00, Xa Nhe Lu Hamlet In Xin Cai Commune,"Heavy rains also triggered landslides in Xin Cai Commune, burying two houses and damaging property in Xa Nhe Lu Hamlet. Chairman of the Quan Ba People's Committee, Nguyen Hong Hai, said local authorities had evacuated householders from landslide-prone areas. The two households hit by the landslide were also given VND13 million (US$619) each to help them recover", Xa Nhe Lu Hamlet In Xin Cai Commune,1km,landslide,unknown,medium,unknown,0.0,0.0,Vietnam,Hà Giang,0,Thị Trấn Mèo Vạc,9.79338,105.4748,23.2291,33.7,20.6,26.6,35.6,20.6,27.9,20.5,73.7,0.3,14.29,50.95586533403471,3.6,225.0,1000.1,51.4,11.3,0.54,"Rain, Partially cloudy",['59209099999'],1198.0,Asia,summer,0,0.0,0,Lo,ClLo,ClLo,ClLo,ClLo,ClLo,105.03424072265624,115.14546966552734,125.28767395019533,136.35597229003906,146.27464294433594
4896,2013-09-05 00:00:00,Lang Son,"In the committee's latest report issued on Saturday, Lao Cai Province saw the highest number of casualties, with 10 deaths, followed by Thai Nguyen, Lai Chau and Vinh Phuc with three each; Lang Son and Dien Bien with two; and Ha Giang and Son La with one. The floods also injured 16, destroyed 139 houses and submerged over 6,800 hectares of rice and other crops. Vinh Phuc was the province having the largest area of rice field inundated. The total financial loss caused by the disaster to the provinces is estimated at about VND39.2 billion (US$1.9 million). Authorities in the localities have begun to clear many roads that have been inundated with water and debris. Visiting Sa Pa District in Lao Cai Province, one of the worst flood affected locality, Deputy Prime Minister Nguyen Xuan Phuc asked the local authorities to mobilize all resources to support victims to overcome the difficulties. He also urged the province to promptly seek suitable locations for resettlement for those who lost ho",Lang Son,unknown,landslide,rain,very_large,unknown,0.0,0.0,Vietnam,Lạng Sơn,55981,Thành Phố Lạng Sơn,9.07452,106.6741,21.8411,23.4,21.7,22.3,23.4,21.7,22.3,21.8,97.26,9.2,50.0,50.95586533403471,3.6,254.3,1009.6,100.0,11.4,0.0,"Rain, Overcast",['59417099999'],463.0,Asia,summer,32,0.0,0,ClLo,ClLo,ClLo,Cl,ClLo,ClLo,107.91151428222656,110.056884765625,111.40692138671876,112.80061340332033,112.5744400024414
4897,2013-09-05 00:00:00,Thai Nguyen,"In the committee's latest report issued on Saturday, Lao Cai Province saw the highest number of casualties, with 10 deaths, followed by Thai Nguyen, Lai Chau and Vinh Phuc with three each; Lang Son and Dien Bien with two; and Ha Giang and Son La with one. The floods also injured 16, destroyed 139 houses and submerged over 6,800 hectares of rice and other crops. Vinh Phuc was the province having the largest area of rice field inundated. The total financial loss caused by the disaster to the provinces is estimated at about VND39.2 billion (US$1.9 million). Authorities in the localities have begun to clear many roads that have been inundated with water and debris. Visiting Sa Pa District in Lao Cai Province, one of the worst flood affected locality, Deputy Prime Minister Nguyen Xuan Phuc asked the local authorities to mobilize all resources to support victims to overcome the difficulties. He also urged the province to promptly seek suitable locations for resettlement for those who lost ho",Thai Nguyen,50km,landslide,downpour,very_large,unknown,0.0,0.0,Vietnam,Thái Nguy n,0,Chùa Hang,8.81944,105.7952,21.6906,26.1,23.0,23.6,26.1,23.0,23.6,21.4,87.46,0.0,0.0,50.95586533403471,22.3,290.8,1010.1829510981676,96.5,8.4,0.0,Overcast,"['48820099999', 'VVNB']",42.0,Asia,summer,12,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,221.9756774902344,229.95591735839844,236.44454956054688,243.1746826171875,246.51109313964844
5069,2013-11-13 09:00:00,"Son Tay, Quang Ngai","Due to the impact of storm Haiyan, prolonged heavy rain caused serious mountain landslides. Many roads to the communes of Son Lien, Son Long in Son Lap mountainous district were damaged, causing traffic congestion.","Son Tay, Quang Ngai",unknown,landslide,tropical_cyclone,large,unknown,0.0,0.0,Vietnam,Quảng Ngãi,0,Sơn Hà,15.95453,108.3564,14.9489,28.7,24.6,26.8,32.3,24.6,28.6,23.5,82.86,0.0,0.0,50.95586533403471,10.8,233.3,1011.2,90.0,13.5,0.41,Partially cloudy,['48863099999'],953.0,Asia,autumn,97,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,47.38377380371094,47.89695358276367,48.054237365722656,48.22361373901367,47.6998405456543
5074,2013-11-15 00:00:00,"Son Dung, Son Tay, Quang Ngai","In Phu Yen province, four hunters were buried in a mountain landslide incident on November 22 in Son Thanh Tay commune, Tay Hoa district. The four hunters left their home on the night of November 22 and did not return home the next day. The rescue forces found the bodies of two hunters on November 23. On November 22, thousands of cubic meters of rock and soil from mountains damaged the offices of some state agencies of Son Tay district in Quang Ngai province. Luckily, nobody was injured in the incident. On November 15, mountain landslide killed a couple in Son Dung commune, Son Tay district. Until now their bodies have not been found yet. According to locals, two children of the couple escaped from death because they were not at home that day.","Son Dung, Son Tay, Quang Ngai",25km,rock_fall,downpour,medium,unknown,2.0,0.0,Vietnam,Quảng Ngãi,0,Sơn Hà,15.83295,108.3348,14.9847,25.2,23.6,24.4,25.2,23.6,24.5,23.9,97.05,0.0,0.0,50.95586533403471,18.0,35.0,1011.9,100.0,8.0,0.48,Overcast,['48863099999'],357.0,Asia,autumn,0,0.0,0,SaClLo,SaClLo,ClLo,ClLo,ClLo,ClLo,47.38377380371094,47.89695358276367,48.05423355102539,48.223609924316406,47.69983673095703
5078,2013-11-16 16:00:00,"Bồng Mi u, Tam Lãnh, Phú Ninh, Quảng Nam","Besra today announced the temporary suspension of its operations at Bong Mieu in central Vietnam from 14.00 on 16th November 2013. The Company has had to suspend operations after several landslides cut roads between the site and the provincial capital of Tam Ky, preventing employees and supplies from accessing the site. The main transport road within the site has also suffered substantial damage and is presently unusable. The landslides and road closures are a direct result of extremely heavy rains caused by two typhoons that have passed over or near central Vietnam in the last month. Typhoon Nari hit Da Nang City on 15 October and more recently tropical storm Haiyan (formerly Super Typhoon Haiyan) passed by the central coast around 10th November. Heavy rainfall from Tropical Depression Podul that passed through the province on 15 November also caused widespread flooding in Quang Nam province. Because of the extent of the damage, the Company is unable to give a definite date when opera","Bồng Mi u, Tam Lãnh, Phú Ninh, Quảng Nam",10km,landslide,tropical_cyclone,medium,unknown,0.0,0.0,Vietnam,Quảng Nam,0,Ti n Phước,9.98624,108.3927,15.4522,26.0,21.0,23.4,26.0,21.0,23.4,22.1,92.89,352.0,16.67,50.95586533403471,20.5,173.1,1014.3,90.5,5.1,0.49,"Rain, Overcast","['48855099999', 'VVDN', '48863099999']",128.0,Asia,autumn,0,0.0,0,ClLo,ClLo,ClLo,Cl,ClLo,ClLo,330.64996337890625,336.3537902832031,339.6015319824219,342.9630432128906,341.392578125
5084,2013-11-22 06:00:00,"Son Tay, Quang Ngai","In Phu Yen province, four hunters were buried in a mountain landslide incident on November 22 in Son Thanh Tay commune, Tay Hoa district. The four hunters left their home on the night of November 22 and did not return home the next day. The rescue forces found the bodies of two hunters on November 23. On November 22, thousands of cubic meters of rock and soil from mountains damaged the offices of some state agencies of Son Tay district in Quang Ngai province. Luckily, nobody was injured in the incident. On November 15, mountain landslide killed a couple in Son Dung commune, Son Tay district. Until now their bodies have not been found yet. According to locals, two children of the couple escaped from death because they were not at home that day.","Son Tay, Quang Ngai",25km,landslide,unknown,medium,unknown,0.0,0.0,Vietnam,Quảng Ngãi,0,Sơn Hà,14.92723,108.3574,14.9627,27.6,23.6,26.1,31.0,23.6,27.9,23.7,86.7,0.0,0.0,50.95586533403471,10.8,143.3,1013.2,90.0,15.0,0.61,Partially cloudy,['48863099999'],772.0,Asia,autumn,94,1.0,0,Lo,SaClLo,ClLo,ClLo,ClLo,ClLo,47.38376998901367,47.896949768066406,48.054229736328125,48.223609924316406,47.69983673095703
5086,2013-11-22 23:00:00,"Sơn Thành Tây, Tây Hòa, Phú Y n","In Phu Yen province, four hunters were buried in a mountain landslide incident on November 22 in Son Thanh Tay commune, Tay Hoa district. The four hunters left their home on the night of November 22 and did not return home the next day. The rescue forces found the bodies of two hunters on November 23. On November 22, thousands of cubic meters of rock and soil from mountains damaged the offices of some state agencies of Son Tay district in Quang Ngai province. Luckily, nobody was injured in the incident. On November 15, mountain landslide killed a couple in Son Dung commune, Son Tay district. Until now their bodies have not been found yet. According to locals, two children of the couple escaped from death because they were not at home that day.","Sơn Thành Tây, Tây Hòa, Phú Y n",25km,landslide,downpour,medium,unknown,4.0,0.0,Vietnam,Phú Y n,69596,Tuy Hòa,29.8286,109.0574,12.9564,24.6,23.4,23.8,24.6,23.4,23.8,22.7,93.55,53.0,50.0,50.95586533403471,21.6,217.5,1011.1,96.2,11.5,0.61,"Rain, Overcast",['48877099999'],100.0,Asia,autumn,76,0.0,0,Lo,Lo,ClLo,ClLo,ClLo,ClLo,177.46267700195312,185.6636657714844,192.79345703125,200.24517822265625,205.00328063964844
5785,2014-09-17 00:00:00,"Keo Kham Commune, Dong Dang Town","Hoang Van Tam, deputy head of the Board for Flood and Storm Prevention and Control of the province, said that the incident occurred in the Keo Kham Commune, Dong Dang Town, in an area where construction workers were temporarily living in tents.","Keo Kham Commune, Dong Dang Town",5km,landslide,tropical_cyclone,medium,unknown,6.0,4.0,Vietnam,Lạng Sơn,0,Thị Trấn Cao Lộc,12.35946,106.6974,21.9564,27.5,23.9,25.1,31.2,23.9,25.5,23.8,92.74,266.93,62.5,100.8,21.6,139.0,999.2,91.6,11.9,0.82,"Rain, Overcast","['48830099999', '59417099999']",362.0,Asia,summer,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,114.3929214477539,116.66715240478516,118.09828186035156,119.57567596435548,119.33592987060548
5787,2014-09-17 08:00:00,"Pha Ca Commune, Cao Loc District, Lang Son Province","The chief administrator of Lang Son province's Cao Loc district, Hua Anh Tuan, says six people were killed and five others were injured when a landslide buried the hut they were sleeping in early Wednesday. A 5-year-old girl was killed and her mother was injured when another landslide struck their house.","Pha Ca Commune, Cao Loc District, Lang Son Province",50km,landslide,tropical_cyclone,medium,unknown,1.0,1.0,Vietnam,Lạng Sơn,0,Lộc Bình,12.425,106.9004,21.8689,27.5,23.9,25.0,31.3,23.9,25.5,23.7,92.67,273.76,62.5,100.8,21.6,141.0,999.2,93.0,11.8,0.82,"Rain, Overcast","['48830099999', '59417099999']",741.0,Asia,summer,27,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,116.23086547851562,118.54164123535156,119.9957504272461,121.49688720703124,121.25328063964844
6252,2015-03-11 09:00:00,An Hiep Commune of Chau Thanh District,A severe soil collapse happened on Tuesday and Wednesday along the Tien (Front) River in the Mekong Delta province of Dong Thap even though the affected area was protected with a costly dyke.,An Hiep Commune of Chau Thanh District,5km,riverbank_collapse,unknown,medium,above_river,0.0,0.0,Vietnam,Đồng Tháp,60073,Sadek,6.42842,105.8144,10.2824,33.1,23.1,29.3,32.7,23.1,29.6,18.4,55.6,0.0,0.0,50.95586533403471,18.4,108.2,1010.1829510981676,26.4,9.7,0.64,Partially cloudy,['48912599999'],4.0,Asia,winter,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,609.7050170898438,628.6607055664062,643.3663940429688,658.57421875,664.4773559570312
6425,2015-05-26 09:00:00,"Yen Thuong area in Le Binh Ward, Can Tho City's Cai Rang District",The landslide covered about 20m of the river bank.  Several local people told the newspaper that they heard cracking sounds before three roofs collapsed and the surface of a new road broke up and fell into the river within 10 minutes. The landslide covered about 20m of the river bank.,"Yen Thuong area in Le Binh Ward, Can Tho City's Cai Rang District",5km,riverbank_collapse,unknown,medium,above_river,0.0,0.0,Vietnam,Cần Thơ,0,Cái Răng,0.59143,105.7492,10.006,32.1,25.1,28.4,38.0,25.1,32.2,24.2,78.86,16.8,11.11,50.95586533403471,29.5,236.1,1010.5,63.4,11.4,0.28,"Rain, Partially cloudy","['48907099999', '48912599999']",0.0,Asia,spring,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,4681.26220703125,5197.685546875,5727.99365234375,6313.92431640625,6860.01953125
6538,2015-07-01 23:00:00,Thu Duc District’s Hiep Binh Phuoc War,"The 2000 square meter landslide also swept away an excavator, a dump truck, a fence, 100 metres of the road near the river bank and a number of electric posts.",Thu Duc District’s Hiep Binh Phuoc War,5km,landslide,monsoon,medium,above_river,0.0,0.0,Vietnam,Ho Chi Minh City,0,Thủ Đức,5.86968,106.7188,10.8549,33.2,25.5,28.8,39.1,25.5,32.2,23.6,74.56,0.0,0.0,72.4,21.9,254.6,1009.7,53.1,9.6,0.5,Partially cloudy,"['48894099999', '48900099999', 'VVTS']",1.0,Asia,summer,0,0.0,0,ClLo,ClLo,Cl,Cl,Cl,Cl,7026.2099609375,8378.7373046875,9917.029296875,11740.5625,13700.1484375
6554,2015-07-06 00:00:00,"Lam Hai Commune, Nam Can, Ca Mau","The landslide shook his house and the petrol station, which collapsed into the river within 15 minutes. The family was not able to retrieve its property.","Lam Hai Commune, Nam Can, Ca Mau",10km,landslide,unknown,small,above_river,0.0,0.0,Vietnam,Cà Mau,0,Năm Căn,9.76567,104.9077,8.7342,27.7,25.9,26.5,32.3,25.9,28.1,25.1,92.2,18.0,25.0,50.95586533403471,10.8,251.3,1007.5,92.5,17.5,0.62,"Rain, Overcast",['48914099999'],2.0,Asia,summer,24,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,137.58120727539062,142.8541259765625,147.22174072265625,151.75933837890625,154.19419860839844
6653,2015-07-28 00:00:00,"Ha Long, Quang Ninh","Rescuers Tuesday found the body of a 14-year-old boy, the last of nine people of a family buried in a landslide in Ha Long on July 26. A 37-year-old man is being treated for serious injuries.","Ha Long, Quang Ninh",5km,landslide,continuous_rain,large,natural_slope,9.0,1.0,Vietnam,Quảng Ninh,135477,Cẩm Phả Mines,18.49466,107.4603,21.0893,26.2,24.6,25.6,26.2,24.6,25.6,24.3,92.77,264.2,60.0,50.95586533403471,18.0,210.0,1007.0,100.0,10.8,0.44,"Rain, Overcast",['48838099999'],101.0,Asia,summer,64,0.0,0,Lo,Lo,ClLo,ClLo,ClLo,ClLo,64.58393859863281,68.9207534790039,72.99967956542969,77.33858489990234,80.76079559326172
6654,2015-07-28 00:00:00,"Mong Duong Ward, Cam Pha City, Quang Ninh",The 94 families in this small community are being relocated following an unprecedented landslide and flooding.,"Mong Duong Ward, Cam Pha City, Quang Ninh",25km,mudslide,rain,medium,mine,0.0,0.0,Vietnam,Quảng Ninh,135477,Cẩm Phả Mines,1.162,107.2971,21.0268,26.7,25.1,25.9,26.7,25.1,26.0,24.4,91.4,2.1,25.0,50.95586533403471,14.4,201.3,1006.8,100.0,9.5,0.44,"Rain, Overcast",['48826099999'],362.0,Asia,summer,0,0.0,0,SaClLo,SaClLo,ClLo,ClLo,ClLo,ClLo,424.0171203613281,452.4898681640625,479.2695007324219,507.7559814453125,530.2240600585938
6690,2015-08-02 21:00:00,"Thong Nong District, Cao Bang","A landslide caused by torrential rains on Sunday buried a house in the northeastern province of Cao Bang, killing three and injuring five others of a family, news website VnExpress reported.","Thong Nong District, Cao Bang",10km,landslide,downpour,medium,deforested_slope,3.0,5.0,Vietnam,Cao Bằng,0,Thị Trấn Thông Nông,1.87167,105.9839,22.7672,25.0,22.4,23.7,25.0,22.4,23.7,22.8,95.11,16.2,50.0,50.95586533403471,9.4,217.4,1009.0,95.4,14.2,0.53,"Rain, Overcast","['59209099999', '48810099999', '48808099999']",457.0,Asia,summer,62,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,63.21109771728516,64.26913452148438,64.8570327758789,65.4660415649414,65.1334457397461
6693,2015-08-04 00:00:00,National Highway 12 between Dien Bien and Lai Chau,A rolling landslide caused by prolonged heavy flooding crushed a long stretch of National Highway 12 linking the northern mountainous provinces of Dien Bien and Lai Chau on August 3.,National Highway 12 between Dien Bien and Lai Chau,unknown,landslide,flooding,medium,above_road,0.0,0.0,Vietnam,Tỉnh Ðiện Bi n,0,Thị Trấn Tủa Chùa,28.96169,103.1644,22.0596,18.7,17.1,17.6,18.7,17.1,17.7,17.1,100.0,25.8,100.0,50.95586533403471,3.6,360.0,1010.1829510981676,100.0,0.0,0.61,"Rain, Overcast",['48802099999'],239.0,Asia,summer,73,1.0,0,SaClLo,SaClLo,ClLo,SaClLo,ClLo,SaClLo,84.28417205810547,95.32341766357422,107.00367736816406,120.14401245117188,132.96417236328125
6725,2015-08-12 00:00:00,"Km67+800 in Tam Duong District, Lai Chau Province","The landslide occurred yesterday evening at Km67+800 in Tam Duong District, causing inconvenience to much of the traffic there.","Km67+800 in Tam Duong District, Lai Chau Province",5km,mudslide,rain,medium,above_road,0.0,0.0,Vietnam,Lai Châu,0,Tam Đường,1.87455,103.6099,22.3256,34.6,20.3,26.6,44.0,20.3,30.1,22.8,80.11,0.0,0.0,50.95586533403471,7.2,195.9,1005.1,79.6,11.8,0.98,Partially cloudy,"['48803099999', '48802099999']",670.0,Asia,summer,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,36.72875213623047,49.42445373535156,66.01201629638672,88.18779754638672,116.12429809570312
6736,2015-08-15 00:00:00,Day River's dyke system in Thanh Oai District,"Continuing landslides along the Day River's dyke system in My Duc District in Thanh Oai District and others next to the Nhue River in Thuong Tin District are also said to threaten agricultural production and the lives of hundreds of residents, according to officials who inspected the situation this week.",Day River's dyke system in Thanh Oai District,25km,riverbank_collapse,downpour,medium,above_river,0.0,0.0,Vietnam,Ha Nội,0,Kim Bài,3.94151,105.7341,20.8404,36.0,28.9,31.9,42.8,35.6,38.8,25.0,68.95,0.0,0.0,50.95586533403471,14.8,142.5,1004.7,38.9,9.0,0.0,Partially cloudy,"['48820099999', '48823099999', '48825099999', 'VVNB']",5.0,Asia,summer,0,0.0,0,Lo,Lo,ClLo,ClLo,ClLo,ClLo,1018.8493041992188,1150.8709716796875,1290.2947998046875,1446.95654296875,1599.3780517578125
6735,2015-08-15 00:00:00,Tich River in Xuan Tien Commune in Chuong My District,They found that a landslide had dumped many tonnes of soil from one dyke into the Tich River in Xuan Tien Commune in Chuong My District.,Tich River in Xuan Tien Commune in Chuong My District,5km,riverbank_collapse,downpour,small,above_river,0.0,0.0,Vietnam,Ha Nội,0,Lương Sơn,6.59646,105.5845,20.8938,36.0,28.9,31.9,42.4,35.6,38.8,24.9,68.75,0.0,0.0,50.95586533403471,14.8,142.2,1004.7,37.7,9.0,0.0,Partially cloudy,"['48820099999', '48823099999', '48825099999', 'VVNB']",8.0,Asia,summer,0,0.0,0,Lo,Lo,ClLo,ClLo,ClLo,ClLo,1005.1896362304688,1135.44140625,1272.9959716796875,1427.557373046875,1577.935302734375
6733,2015-08-15 00:00:00,Nhue River in Thuong Tin District,"Continuing landslides along the Day River's dyke system in My Duc District in Thanh Oai District and others next to the Nhue River in Thuong Tin District are also said to threaten agricultural production and the lives of hundreds of residents, according to officials who inspected the situation this week.",Nhue River in Thuong Tin District,25km,riverbank_collapse,downpour,medium,above_river,0.0,0.0,Vietnam,Vietnam,349679,Vietnam,0.10001,105.8437,20.8606,36.0,28.9,31.9,42.7,35.6,38.8,25.0,68.92,0.0,0.0,50.95586533403471,14.8,142.5,1004.7,38.8,9.0,0.0,Partially cloudy,"['48820099999', '48823099999', '48825099999', 'VVNB']",10.0,Asia,summer,0,0.0,0,Lo,Lo,ClLo,ClLo,ClLo,ClLo,1397.1727294921875,1578.217529296875,1769.41259765625,1984.2467041015625,2193.26611328125
6731,2015-08-15 00:00:00,"Cau Dien Town, Ha Noi","Landslides along the Nhue River in Cau Dien Town, Ha Noi pose a threat to residents and farm production.","Cau Dien Town, Ha Noi",5km,riverbank_collapse,downpour,medium,above_river,0.0,0.0,Vietnam,Ha Nội,0,Cầu Diễn,1.12847,105.7586,21.0324,36.0,28.9,31.9,42.7,35.6,38.8,25.0,68.96,18.0,4.17,50.95586533403471,14.8,142.2,1004.7,38.9,9.0,0.0,"Rain, Partially cloudy","['48820099999', '48823099999', '48825099999', '48831099999', 'VVNB']",10.0,Asia,summer,0,0.0,0,Lo,Lo,Lo,ClLo,ClLo,ClLo,4361.3203125,4926.45703125,5523.27880859375,6193.89013671875,6846.35107421875
6732,2015-08-15 00:00:00,Day River's dyke system in My Duc District,"Continuing landslides along the Day River's dyke system in My Duc District in Thanh Oai District and others next to the Nhue River in Thuong Tin District are also said to threaten agricultural production and the lives of hundreds of residents, according to officials who inspected the situation this week.",Day River's dyke system in My Duc District,25km,riverbank_collapse,downpour,medium,above_river,0.0,0.0,Vietnam,Ha Nội,0,Đại Nghĩa,0.2183,105.7431,20.688,36.0,29.0,31.9,42.5,35.6,38.8,24.9,68.71,0.0,0.0,50.95586533403471,14.8,143.3,1004.8,37.4,9.2,0.0,Partially cloudy,"['48820099999', '48823099999', '48825099999', 'VVNB']",11.0,Asia,summer,0,0.0,0,Lo,Lo,Lo,Lo,ClLo,ClLo,714.6702270507812,807.2766723632812,905.0752563476562,1014.9653930664062,1121.8812255859375
6768,2015-08-22 19:00:00,Funing County,,Funing County,10km,landslide,rain,medium,above_road,12.0,0.0,Vietnam,Hà Giang,0,Thị Trấn Mèo Vạc,9.89878,105.5054,23.1781,31.6,18.9,24.8,31.2,18.9,24.9,17.1,66.49,0.0,0.0,50.95586533403471,7.2,241.4,1005.6,14.3,21.3,0.23,Clear,['59209099999'],713.0,Asia,summer,55,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,105.03423309326172,115.14546966552734,125.28766632080078,136.35595703125,146.27464294433594
7503,2016-05-08 00:00:00,coal mine in Quang Ninh Province,"The men, aged 43 and 54, were sitting in the cabin of a bulldozer when huge rocks and soil fell on it and buried it.",coal mine in Quang Ninh Province,unknown,landslide,mining,medium,mine,0.0,0.0,Vietnam,Quảng Ninh,135477,Cẩm Phả Mines,4.88321,107.2772,21.0552,28.1,26.4,27.1,34.3,26.4,30.7,25.9,92.98,0.0,0.0,50.95586533403471,14.4,150.0,1008.1,93.8,10.0,0.02,Overcast,['48826099999'],171.0,Asia,spring,0,0.0,0,SaClLo,SaClLo,ClLo,ClLo,ClLo,ClLo,424.01708984375,452.4898376464844,479.2695007324219,507.7559814453125,530.2240600585938
7835,2016-08-05 00:00:00,Resort Town of So Pa,,Resort Town of So Pa,25km,landslide,tropical_cyclone,medium,above_road,3.0,7.0,Vietnam,Lào Cai,138622,Sa Pá,3.10153,103.8646,22.3608,29.6,19.0,23.4,35.3,19.0,24.7,22.3,94.03,62.54,37.5,50.95586533403471,0.2,301.2,1006.7,93.7,5.7,0.04,"Rain, Overcast","['48803099999', '48802099999']",1244.0,Asia,summer,0,0.0,0,SaClLo,ClLo,ClLo,ClLo,ClLo,ClLo,78.78826904296875,80.09456634521484,80.81464385986328,81.56077575683594,81.1337890625
